Index,period,org_code,type,attendances,breaches,admissions
3078,2016-07-01,RD1,1,6460,1301,2151
3080,2016-07-01,RNZ,1,4341,453,1083
3087,2016-07-01,RTP,1,8406,391,2447
3089,2016-07-01,RBA,1,5884,398,1705
3091,2016-07-01,RDZ,1,6997,357,1791
3093,2016-07-01,RA9,1,6971,819,2657
3095,2016-07-01,RHM,1,8859,778,3254
3097,2016-07-01,RA7,1,9180,1159,2863
3099,2016-07-01,RYR,1,12832,847,3412
3101,2016-07-01,RA3,1,5042,778,1085
3106,2016-07-01,RA4,1,4175,391,934
3107,2016-06-01,RF4,1,19377,3887,4069
3110,2016-06-01,R1H,1,28180,5232,6484
3115,2016-06-01,RQM,1,16021,970,3398
3117,2016-06-01,RJ6,1,5832,501,1885
3121,2016-06-01,RVR,1,12410,691,3033
3123,2016-06-01,RJ1,1,12355,1647,3137
3127,2016-06-01,RQX,1,10377,745,1580
3129,2016-06-01,RYJ,1,9473,2006,3378
3132,2016-06-01,RJZ,1,17247,3730,4577
3135,2016-06-01,RAX,1,8669,781,1650
3137,2016-06-01,RJ2,1,17107,3597,4004
3139,2016-06-01,R1K,1,11931,2508,5364
3143,2016-06-01,RAP,1,13809,3162,2640
3148,2016-06-01,RAL,1,18731,2142,4035
3151,2016-06-01,RJ7,1,12896,858,3820
3154,2016-06-01,RAS,1,5023,1601,1649
3159,2016-06-01,RKE,1,7908,969,1322
3160,2016-06-01,RRV,1,11479,922,2075
3164,2016-06-01,RDD,1,11187,2169,2038
3165,2016-06-01,RC1,1,6078,490,1802
3168,2016-06-01,RQ3,1,4656,129,842
3169,2016-06-01,RJF,1,5459,970,1574
3171,2016-06-01,RGT,1,9132,2570,2853
3173,2016-06-01,RFS,1,6717,1202,1902
3175,2016-06-01,RDE,1,6892,951,2340
3178,2016-06-01,RTG,1,11631,1683,3405
3182,2016-06-01,RWH,1,8682,1996,3025
3186,2016-06-01,RLT,1,6448,322,1136
3190,2016-06-01,RR1,1,18816,2563,5940
3193,2016-06-01,RQQ,1,3887,919,804
3194,2016-06-01,RGQ,1,7287,552,1978
3196,2016-06-01,RGP,1,6503,514,1056
3197,2016-06-01,RNQ,1,7326,705,2430
3201,2016-06-01,RC9,1,8486,132,2392
3206,2016-06-01,RQ8,1,7622,1885,1844
3208,2016-06-01,RD8,1,7326,600,1380
3210,2016-06-01,RM1,1,10653,1184,2808
3213,2016-06-01,RGN,1,8127,1477,2214
3215,2016-06-01,RNS,1,8658,512,2737
3219,2016-06-01,RX1,1,14657,4744,3835
3226,2016-06-01,RXK,1,14021,1588,3056
3229,2016-06-01,RK5,1,8907,709,2554
3231,2016-06-01,RXW,1,10197,2132,2151
3237,2016-06-01,RJC,1,5109,229,1620
3239,2016-06-01,RAJ,1,8523,1102,2224
3241,2016-06-01,RNA,1,8444,466,2508
3243,2016-06-01,RQW,1,8240,2487,2014
3245,2016-06-01,RCX,1,5174,495,1861
3246,2016-06-01,RL4,1,11028,1280,2648
3248,2016-06-01,RWD,1,13704,2579,3539
3249,2016-06-01,RRK,1,9608,1397,2747
3250,2016-06-01,RKB,1,11639,2888,3650
3253,2016-06-01,RWE,1,12094,3613,3498
3256,2016-06-01,RJE,1,15024,4019,4564
3259,2016-06-01,RBK,1,5775,1030,1777
3262,2016-06-01,RWG,1,7693,1907,2906
3264,2016-06-01,RGR,1,5578,917,1888
3266,2016-06-01,RWP,1,10212,2447,2864
3269,2016-06-01,RLQ,1,4542,873,860
3271,2016-06-01,REM,1,7032,1701,2283
3273,2016-06-01,RCF,1,4665,273,979
3274,2016-06-01,RBS,1,4780,200,1082
3275,2016-06-01,RFF,1,7039,314,1993
3276,2016-06-01,RXL,1,7555,1417,2039
3278,2016-06-01,RMC,1,9387,1377,2131
3279,2016-06-01,RAE,1,11165,1047,2747
3282,2016-06-01,RWY,1,12781,630,2524
3284,2016-06-01,RW3,1,12214,1586,3456
3287,2016-06-01,RLN,1,7035,463,2648
3290,2016-06-01,RJR,1,5942,820,1721
3292,2016-06-01,RXP,1,10957,1073,3075
3295,2016-06-01,RP5,1,11424,1108,3109
3297,2016-06-01,RJN,1,3982,517,902
3299,2016-06-01,RXR,1,9464,1941,3084
3302,2016-06-01,RR7,1,7192,323,1666
3304,2016-06-01,RCD,1,4103,198,845
3306,2016-06-01,RWA,1,11197,1769,1501
3309,2016-06-01,RXN,1,7573,885,1856
3312,2016-06-01,RR8,1,17545,2507,6408
3318,2016-06-01,RBT,1,5380,933,1994
3320,2016-06-01,RXF,1,20267,3029,4437
3321,2016-06-01,RNL,1,7849,705,1896
3322,2016-06-01,RVW,1,6005,541,1537
3326,2016-06-01,RJL,1,11316,843,2432
3328,2016-06-01,RTF,1,14184,741,3754
3330,2016-06-01,RW6,1,22114,3921,4622
3333,2016-06-01,RQ6,1,7558,1576,2177
3336,2016-06-01,RM3,1,8413,503,2713
3337,2016-06-01,RCU,1,4658,125,680
3338,2016-06-01,RHQ,1,9146,2400,2765
3341,2016-06-01,RTR,1,10875,815,1971
3343,2016-06-01,RE9,1,5243,391,1257
3345,2016-06-01,RVY,1,6225,1020,1989
3347,2016-06-01,RBN,1,8701,2346,3169
3349,2016-06-01,RWJ,1,7963,1177,2306
3350,2016-06-01,RMP,1,7182,967,1767
3351,2016-06-01,RTD,1,9860,536,2118
3354,2016-06-01,RFR,1,6538,530,1374
3355,2016-06-01,RM2,1,8153,1908,2284
3356,2016-06-01,RTX,1,7949,767,2209
3358,2016-06-01,RWW,1,6726,658,2536
3361,2016-06-01,RBL,1,8088,1286,2296
3364,2016-06-01,RRF,1,7386,453,1828
3365,2016-06-01,RCB,1,9700,2023,3111
3367,2016-06-01,RTK,1,8212,1025,1895
3372,2016-06-01,RXH,1,12352,2020,3519
3375,2016-06-01,RXQ,1,6941,683,2728
3382,2016-06-01,RN7,1,8517,1048,2346
3383,2016-06-01,RBD,1,3864,308,1340
3385,2016-06-01,RVV,1,12832,2535,3170
3387,2016-06-01,RXC,1,9240,1550,2584
3388,2016-06-01,RDU,1,19970,1406,6026
3390,2016-06-01,RTE,1,11343,1467,3558
3391,2016-06-01,RN3,1,6597,934,2276
3393,2016-06-01,RN5,1,9135,1527,2214
3396,2016-06-01,R1F,1,3574,760,803
3400,2016-06-01,RWF,1,12056,1269,3097
3402,2016-06-01,RPA,1,9302,1679,2059
3403,2016-06-01,RVJ,1,7083,1262,2369
3404,2016-06-01,RBZ,1,4242,634,1191
3408,2016-06-01,RTH,1,10937,1501,3194
3411,2016-06-01,RK9,1,8109,1078,2526
3413,2016-06-01,RD3,1,5757,523,1547
3414,2016-06-01,RHU,1,9098,2119,3031
3418,2016-06-01,RHW,1,8875,476,3084
3420,2016-06-01,REF,1,5981,1044,2528
3422,2016-06-01,RH8,1,8399,587,1865
3423,2016-06-01,RA2,1,5892,790,1938
3424,2016-06-01,RD1,1,6032,1288,2119
3426,2016-06-01,RNZ,1,3940,300,1028
3433,2016-06-01,RTP,1,7802,282,2534
3435,2016-06-01,RBA,1,5215,327,1523
3437,2016-06-01,RDZ,1,6350,316,1752
3439,2016-06-01,RA9,1,6350,810,2472
3441,2016-06-01,RHM,1,8228,581,3074
3443,2016-06-01,RA7,1,8821,1173,2688
3445,2016-06-01,RYR,1,11799,515,3246
3447,2016-06-01,RA3,1,4584,545,1014
3452,2016-06-01,RA4,1,3992,454,1057
3453,2016-05-01,RF4,1,20827,4492,4306
3456,2016-05-01,R1H,1,29397,5366,6673
3461,2016-05-01,RQM,1,16705,929,3590
3463,2016-05-01,RJ6,1,6274,697,2025
3467,2016-05-01,RVR,1,12984,889,3056
3469,2016-05-01,RJ1,1,13263,1815,3154
3473,2016-05-01,RQX,1,11052,736,1612
3475,2016-05-01,RYJ,1,9758,2224,3388
3478,2016-05-01,RJZ,1,17656,3515,4531
3481,2016-05-01,RAX,1,9241,794,1638
3483,2016-05-01,RJ2,1,18202,3064,3909
3485,2016-05-01,R1K,1,12786,3145,5487
3489,2016-05-01,RAP,1,14979,4059,2215
3494,2016-05-01,RAL,1,19574,1733,4251
3497,2016-05-01,RJ7,1,13504,960,3764
3500,2016-05-01,RAS,1,5268,1992,1697
3505,2016-05-01,RKE,1,8540,1205,1407
3506,2016-05-01,RRV,1,12155,1419,2052
3510,2016-05-01,RDD,1,11812,2089,2023
3511,2016-05-01,RC1,1,6508,475,1848
3514,2016-05-01,RQ3,1,5042,212,875
3515,2016-05-01,RJF,1,5604,1112,1633
3517,2016-05-01,RGT,1,9829,2229,3135
3519,2016-05-01,RFS,1,7158,926,1999
3521,2016-05-01,RDE,1,7359,1081,2482
3524,2016-05-01,RTG,1,12110,1631,3598
3528,2016-05-01,RWH,1,9162,2104,3148
3532,2016-05-01,RLT,1,6320,470,1209
3536,2016-05-01,RR1,1,20285,3106,6023
3539,2016-05-01,RQQ,1,4287,1031,954
3540,2016-05-01,RGQ,1,7646,482,2146
3542,2016-05-01,RGP,1,6683,345,1123
3543,2016-05-01,RNQ,1,7571,991,2450
3547,2016-05-01,RC9,1,8932,158,2505
3552,2016-05-01,RQ8,1,8025,1758,1945
3554,2016-05-01,RD8,1,7651,676,1387
3556,2016-05-01,RM1,1,9941,1227,2955
3559,2016-05-01,RGN,1,8527,1940,2373
3561,2016-05-01,RNS,1,9230,1086,2870
3565,2016-05-01,RX1,1,15682,4338,3828
3572,2016-05-01,RXK,1,15009,1401,3256
3575,2016-05-01,RK5,1,9247,593,2663
3577,2016-05-01,RXW,1,10642,1922,2298
3583,2016-05-01,RJC,1,5447,263,1633
3585,2016-05-01,RAJ,1,8838,1036,2322
3587,2016-05-01,RNA,1,8800,627,2581
3589,2016-05-01,RQW,1,8693,2350,2062
3591,2016-05-01,RCX,1,5496,762,1847
3592,2016-05-01,RL4,1,11800,1922,2771
3594,2016-05-01,RWD,1,14646,2414,3704
3595,2016-05-01,RRK,1,10199,1843,2878
3596,2016-05-01,RKB,1,12263,3132,3882
3599,2016-05-01,RWE,1,12817,4080,3622
3602,2016-05-01,RJE,1,16008,4424,4751
3605,2016-05-01,RBK,1,6251,923,1848
3608,2016-05-01,RWG,1,8006,1702,2864
3610,2016-05-01,RGR,1,5930,775,1880
3612,2016-05-01,RWP,1,11100,2957,3111
3615,2016-05-01,RLQ,1,4957,846,899
3617,2016-05-01,REM,1,7096,1790,2556
3619,2016-05-01,RCF,1,5095,386,1028
3620,2016-05-01,RBS,1,5189,332,1026
3621,2016-05-01,RFF,1,7393,341,2057
3622,2016-05-01,RXL,1,7754,1997,1981
3624,2016-05-01,RMC,1,10051,1874,2304
3625,2016-05-01,RAE,1,12286,1211,2836
3628,2016-05-01,RWY,1,13588,897,2658
3630,2016-05-01,RW3,1,13280,1636,3716
3633,2016-05-01,RLN,1,7643,699,2618
3636,2016-05-01,RJR,1,6232,524,1831
3638,2016-05-01,RXP,1,11675,1772,3266
3641,2016-05-01,RP5,1,11950,1015,3340
3643,2016-05-01,RJN,1,4252,764,910
3645,2016-05-01,RXR,1,10033,2195,3227
3648,2016-05-01,RR7,1,7745,332,1775
3650,2016-05-01,RCD,1,4304,234,930
3652,2016-05-01,RWA,1,11639,1832,1627
3655,2016-05-01,RXN,1,8147,1452,2032
3658,2016-05-01,RR8,1,18873,2040,6756
3664,2016-05-01,RBT,1,5879,1130,2148
3666,2016-05-01,RXF,1,21016,2804,4531
3667,2016-05-01,RNL,1,8328,1071,1982
3668,2016-05-01,RVW,1,6264,525,1559
3672,2016-05-01,RJL,1,11708,920,2598
3674,2016-05-01,RTF,1,15060,539,3913
3676,2016-05-01,RW6,1,23710,3693,4946
3679,2016-05-01,RQ6,1,8027,1905,2409
3682,2016-05-01,RM3,1,9015,882,2993
3683,2016-05-01,RCU,1,5130,102,678
3684,2016-05-01,RHQ,1,9642,1933,2796
3687,2016-05-01,RTR,1,11500,784,2108
3689,2016-05-01,RE9,1,5751,473,1381
3691,2016-05-01,RVY,1,6394,1201,2001
3693,2016-05-01,RBN,1,9206,1872,3297
3695,2016-05-01,RWJ,1,8559,1578,2376
3696,2016-05-01,RMP,1,7680,602,1881
3697,2016-05-01,RTD,1,10941,872,2366
3700,2016-05-01,RFR,1,6978,691,1468
3701,2016-05-01,RM2,1,8355,2020,2376
3702,2016-05-01,RTX,1,8216,912,2259
3704,2016-05-01,RWW,1,7126,829,2780
3707,2016-05-01,RBL,1,8345,1869,2299
3710,2016-05-01,RRF,1,8249,799,1883
3711,2016-05-01,RCB,1,10133,2031,3238
3713,2016-05-01,RTK,1,8777,1083,2003
3718,2016-05-01,RXH,1,13153,1965,3378
3721,2016-05-01,RXQ,1,6592,1169,2819
3728,2016-05-01,RN7,1,8917,1849,2214
3729,2016-05-01,RBD,1,3900,220,1284
3731,2016-05-01,RVV,1,13303,3124,3284
3733,2016-05-01,RXC,1,9573,1431,2619
3734,2016-05-01,RDU,1,20759,1001,6159
3736,2016-05-01,RTE,1,11854,1491,3867
3737,2016-05-01,RN3,1,6488,830,2269
3739,2016-05-01,RN5,1,9736,2263,2247
3742,2016-05-01,R1F,1,3545,398,793
3746,2016-05-01,RWF,1,12560,1379,3359
3748,2016-05-01,RPA,1,9974,1825,2126
3749,2016-05-01,RVJ,1,7336,1749,2434
3750,2016-05-01,RBZ,1,4065,603,1233
3753,2016-05-01,RTH,1,11810,1747,3520
3756,2016-05-01,RK9,1,8542,1832,2671
3758,2016-05-01,RD3,1,5988,536,1643
3759,2016-05-01,RHU,1,9662,2485,3094
3763,2016-05-01,RHW,1,9506,732,3278
3765,2016-05-01,REF,1,6293,1574,2625
3767,2016-05-01,RH8,1,9129,724,2006
3768,2016-05-01,RA2,1,6100,672,1721
3769,2016-05-01,RD1,1,5989,873,2031
3771,2016-05-01,RNZ,1,4263,252,1223
3778,2016-05-01,RTP,1,8317,376,2598
3780,2016-05-01,RBA,1,5526,426,1648
3782,2016-05-01,RDZ,1,6756,420,1890
3784,2016-05-01,RA9,1,6534,1228,2631
3786,2016-05-01,RHM,1,8506,734,3196
3788,2016-05-01,RA7,1,9309,930,2789
3790,2016-05-01,RYR,1,12452,539,3389
3792,2016-05-01,RA3,1,4721,503,1056
3797,2016-05-01,RA4,1,4156,305,1334
3798,2016-04-01,RF4,1,18788,4082,4074
3801,2016-04-01,R1H,1,27396,5099,6424
3806,2016-04-01,RQM,1,15154,1199,3415
3808,2016-04-01,RJ6,1,5904,707,1919
3812,2016-04-01,RVR,1,11929,623,2950
3814,2016-04-01,RJ1,1,11554,1219,2910
3818,2016-04-01,RQX,1,9822,583,1569
3820,2016-04-01,RYJ,1,9174,2386,3220
3823,2016-04-01,RJZ,1,16688,3608,4504
3826,2016-04-01,RAX,1,8328,459,1541
3828,2016-04-01,RJ2,1,16802,2908,3516
3830,2016-04-01,R1K,1,11715,2652,5141
3834,2016-04-01,RAP,1,13604,3730,2153
3839,2016-04-01,RAL,1,17771,2013,3785
3842,2016-04-01,RJ7,1,12447,1416,3424
3845,2016-04-01,RAS,1,4958,1745,1632
3850,2016-04-01,RKE,1,7878,1251,1261
3851,2016-04-01,RRV,1,11254,1359,2005
3855,2016-04-01,RDD,1,10967,2450,2104
3856,2016-04-01,RC1,1,5820,357,1769
3859,2016-04-01,RQ3,1,4639,164,919
3860,2016-04-01,RJF,1,5517,1134,1605
3862,2016-04-01,RGT,1,8889,1103,2918
3864,2016-04-01,RFS,1,6540,632,1887
3866,2016-04-01,RDE,1,6735,1773,2385
3869,2016-04-01,RTG,1,11008,1772,3461
3873,2016-04-01,RWH,1,8035,2314,2714
3877,2016-04-01,RLT,1,5691,800,1023
3881,2016-04-01,RR1,1,18088,2564,5629
3884,2016-04-01,RQQ,1,3700,669,831
3885,2016-04-01,RGQ,1,7051,358,2103
3887,2016-04-01,RGP,1,5886,289,1038
3888,2016-04-01,RNQ,1,6904,1005,2061
3892,2016-04-01,RC9,1,7983,128,2251
3897,2016-04-01,RQ8,1,7194,1596,1892
3899,2016-04-01,RD8,1,6906,476,1394
3901,2016-04-01,RM1,1,9072,1443,2692
3904,2016-04-01,RGN,1,7832,2032,2209
3906,2016-04-01,RNS,1,8299,1063,2755
3910,2016-04-01,RX1,1,13901,3392,3700
3917,2016-04-01,RXK,1,13407,1569,3175
3920,2016-04-01,RK5,1,8139,859,2446
3922,2016-04-01,RXW,1,9737,1852,2108
3928,2016-04-01,RJC,1,5065,250,1557
3930,2016-04-01,RAJ,1,8234,1031,2279
3933,2016-04-01,RNA,1,7824,529,2310
3935,2016-04-01,RQW,1,7781,1984,1851
3937,2016-04-01,RCX,1,4854,617,1858
3938,2016-04-01,RL4,1,10811,1613,2740
3940,2016-04-01,RWD,1,13130,2555,3409
3941,2016-04-01,RRK,1,9044,1195,2744
3942,2016-04-01,RKB,1,11187,2972,3577
3945,2016-04-01,RWE,1,11449,3406,3383
3948,2016-04-01,RJE,1,14718,4227,4622
3951,2016-04-01,RBK,1,6077,913,1757
3954,2016-04-01,RWG,1,7209,2244,2379
3956,2016-04-01,RGR,1,5322,499,1616
3958,2016-04-01,RWP,1,9754,2339,2931
3961,2016-04-01,RLQ,1,4299,716,823
3963,2016-04-01,REM,1,6585,1332,2379
3965,2016-04-01,RCF,1,4564,297,1007
3966,2016-04-01,RBS,1,4562,194,937
3967,2016-04-01,RFF,1,6761,473,2012
3968,2016-04-01,RXL,1,7076,1605,1916
3970,2016-04-01,RMC,1,9224,1822,2182
3971,2016-04-01,RAE,1,11005,901,2775
3974,2016-04-01,RWY,1,12120,743,2478
3976,2016-04-01,RW3,1,11977,1655,3347
3979,2016-04-01,RLN,1,6933,769,2525
3982,2016-04-01,RJR,1,5671,688,1891
3984,2016-04-01,RXP,1,10546,1943,3071
3987,2016-04-01,RP5,1,10784,669,3070
3989,2016-04-01,RJN,1,3887,659,859
3991,2016-04-01,RXR,1,9069,1573,2927
3994,2016-04-01,RR7,1,6736,138,1606
3996,2016-04-01,RCD,1,3830,246,839
3998,2016-04-01,RWA,1,10307,1223,1332
4001,2016-04-01,RXN,1,8962,1235,1947
4004,2016-04-01,RR8,1,16500,1792,6258
4010,2016-04-01,RBT,1,5114,708,1875
4012,2016-04-01,RXF,1,19118,2219,4113
4013,2016-04-01,RNL,1,7296,834,1869
4014,2016-04-01,RVW,1,5650,450,1409
4018,2016-04-01,RJL,1,10526,1214,2556
4020,2016-04-01,RTF,1,13608,728,3491
4022,2016-04-01,RW6,1,21068,3501,4741
4025,2016-04-01,RQ6,1,7383,2103,2200
4028,2016-04-01,RM3,1,7997,587,2652
4029,2016-04-01,RCU,1,4849,183,637
4031,2016-04-01,RTR,1,10077,705,1979
4033,2016-04-01,RE9,1,4927,436,1207
4035,2016-04-01,RVY,1,5746,1240,1876
4037,2016-04-01,RBN,1,8212,1523,3046
4039,2016-04-01,RWJ,1,7662,1585,2240
4040,2016-04-01,RMP,1,6892,520,1762
4041,2016-04-01,RTD,1,9712,843,2142
4044,2016-04-01,RFR,1,6262,442,1348
4045,2016-04-01,RM2,1,7696,1666,2385
4046,2016-04-01,RTX,1,7217,1109,2087
4048,2016-04-01,RWW,1,6517,915,2643
4051,2016-04-01,RBL,1,7132,1423,2199
4054,2016-04-01,RRF,1,7368,518,1787
4055,2016-04-01,RCB,1,9101,1986,3008
4057,2016-04-01,RTK,1,7898,1573,1845
4062,2016-04-01,RXH,1,10669,1857,2857
4065,2016-04-01,RXQ,1,6475,929,2553
4072,2016-04-01,RN7,1,8118,1315,2172
4073,2016-04-01,RBD,1,3600,401,1308
4075,2016-04-01,RVV,1,11821,2456,2999
4077,2016-04-01,RXC,1,8175,1399,2622
4078,2016-04-01,RDU,1,18792,1191,5624
4080,2016-04-01,RTE,1,10777,1575,3771
4081,2016-04-01,RN3,1,6146,1450,2138
4083,2016-04-01,RN5,1,8559,1933,2061
4086,2016-04-01,R1F,1,3154,729,821
4090,2016-04-01,RWF,1,11282,1088,3180
4092,2016-04-01,RPA,1,8878,1970,2020
4093,2016-04-01,RVJ,1,6931,1586,2271
4094,2016-04-01,RBZ,1,3589,294,1105
4097,2016-04-01,RTH,1,10401,1494,3092
4100,2016-04-01,RK9,1,7665,1082,2429
4102,2016-04-01,RD3,1,5424,593,1577
4103,2016-04-01,RHU,1,8563,2647,2905
4107,2016-04-01,RHW,1,8569,873,3071
4109,2016-04-01,REF,1,5567,1218,2553
4111,2016-04-01,RH8,1,7905,542,1848
4112,2016-04-01,RA2,1,5399,774,1451
4113,2016-04-01,RD1,1,5749,875,2124
4115,2016-04-01,RNZ,1,3693,351,1048
4122,2016-04-01,RTP,1,7520,654,2278
4124,2016-04-01,RBA,1,5102,459,1578
4126,2016-04-01,RDZ,1,5921,658,1730
4128,2016-04-01,RA9,1,5923,919,2324
4130,2016-04-01,RHM,1,7874,1139,3046
4132,2016-04-01,RA7,1,8634,1342,2630
4134,2016-04-01,RYR,1,11173,416,3123
4136,2016-04-01,RA3,1,4205,997,987
4141,2016-04-01,RA4,1,3813,303,1359
4142,2018-03-01,RF4,1,21452,6495,5144
4145,2018-03-01,R1H,1,28465,6379,7670
4152,2018-03-01,RQM,1,18906,1564,3899
4154,2018-03-01,RJ6,1,6672,1884,1995
4157,2018-03-01,RVR,1,12960,1431,3528
4160,2018-03-01,RJ1,1,13467,2581,3374
4164,2018-03-01,RQX,1,10768,898,1793
4166,2018-03-01,RYJ,1,10057,3828,3337
4169,2018-03-01,RJZ,1,16452,6284,4301
4171,2018-03-01,RAX,1,9278,1657,2277
4173,2018-03-01,RJ2,1,13439,3804,4563
4175,2018-03-01,R1K,1,12581,4524,6095
4179,2018-03-01,RAP,1,15509,3638,2602
4181,2018-03-01,RAL,1,20453,3784,4293
4184,2018-03-01,RJ7,1,13421,2726,4191
4187,2018-03-01,RAS,1,5744,2944,2015
4192,2018-03-01,RRV,1,11760,1814,1927
4195,2018-03-01,RKE,1,9218,1551,1400
4198,2018-03-01,RDD,1,12757,2433,3039
4199,2018-03-01,RC1,1,6457,1056,2095
4202,2018-03-01,RQ3,1,4970,153,1056
4203,2018-03-01,RJF,1,5376,577,1835
4205,2018-03-01,RGT,1,10125,3292,3264
4207,2018-03-01,RFS,1,7087,1081,2084
4209,2018-03-01,RDE,1,8159,572,2538
4212,2018-03-01,RTG,1,11070,2850,3444
4216,2018-03-01,RWH,1,9125,2645,3031
4220,2018-03-01,RLT,1,6977,1632,1141
4222,2018-03-01,RR1,1,19646,5418,6604
4225,2018-03-01,RGQ,1,7005,964,1962
4227,2018-03-01,RGP,1,5460,1049,1468
4229,2018-03-01,RNQ,1,7538,2368,2585
4233,2018-03-01,RC9,1,8859,283,2620
4238,2018-03-01,RQ8,1,8347,1789,2161
4240,2018-03-01,RD8,1,7208,1261,1418
4242,2018-03-01,RM1,1,8650,3423,2775
4244,2018-03-01,RGN,1,12154,3658,3522
4246,2018-03-01,RNS,1,8355,1799,2417
4251,2018-03-01,RX1,1,12169,4680,3894
4258,2018-03-01,RXK,1,13805,3556,3429
4261,2018-03-01,RK5,1,8296,1348,2655
4263,2018-03-01,RXW,1,8661,3389,2274
4268,2018-03-01,RJC,1,5592,937,1742
4270,2018-03-01,RAJ,1,7473,1771,2798
4273,2018-03-01,RNA,1,8425,2524,1944
4275,2018-03-01,RQW,1,8546,3030,1621
4276,2018-03-01,RCX,1,5539,1149,2190
4277,2018-03-01,RL4,1,10985,2793,2591
4279,2018-03-01,RWD,1,12445,4700,3621
4281,2018-03-01,RRK,1,9936,2154,3896
4282,2018-03-01,RKB,1,12177,3993,4197
4285,2018-03-01,RWE,1,17906,5934,4449
4287,2018-03-01,RJE,1,14321,4968,5091
4290,2018-03-01,RBK,1,6607,2471,2070
4293,2018-03-01,RWG,1,8410,2913,2828
4295,2018-03-01,RGR,1,5642,904,2304
4297,2018-03-01,RWP,1,10145,4387,3100
4299,2018-03-01,RLQ,1,4740,1252,1306
4301,2018-03-01,REM,1,7129,2697,3372
4303,2018-03-01,RCF,1,5509,363,1132
4304,2018-03-01,RBS,1,5477,153,1136
4306,2018-03-01,RFF,1,7652,682,2189
4307,2018-03-01,RXL,1,6244,3230,2196
4309,2018-03-01,RMC,1,8927,2127,2236
4311,2018-03-01,RAE,1,10053,2356,3632
4315,2018-03-01,RWY,1,12114,1782,3006
4316,2018-03-01,RLN,1,8319,1670,3019
4319,2018-03-01,RJR,1,6172,1504,2045
4321,2018-03-01,RXP,1,10716,1790,3632
4323,2018-03-01,RP5,1,11106,926,3251
4325,2018-03-01,RJN,1,4024,1160,964
4327,2018-03-01,RXR,1,8824,3442,3236
4330,2018-03-01,RR7,1,7609,601,1776
4332,2018-03-01,RCD,1,4240,369,935
4335,2018-03-01,RWA,1,11408,2876,3210
4338,2018-03-01,RXN,1,6120,2860,2022
4341,2018-03-01,RR8,1,16643,5866,4833
4346,2018-03-01,R0A,1,21520,5369,6874
4349,2018-03-01,RBT,1,5653,1663,2188
4351,2018-03-01,RXF,1,20344,3742,4218
4354,2018-03-01,RNL,1,7661,1327,2090
4356,2018-03-01,RVW,1,3831,390,1587
4360,2018-03-01,RJL,1,11723,2621,2965
4362,2018-03-01,RTF,1,8316,1240,4443
4366,2018-03-01,RW6,1,22409,5684,6183
4370,2018-03-01,RQ6,1,7890,2801,2437
4373,2018-03-01,RM3,1,8567,1646,2796
4376,2018-03-01,RCU,1,4791,130,637
4378,2018-03-01,RHQ,1,9314,2985,2939
4382,2018-03-01,RTR,1,10501,586,2370
4384,2018-03-01,RE9,1,5255,498,1179
4386,2018-03-01,RVY,1,6778,2062,1876
4388,2018-03-01,RBN,1,9864,3187,4166
4390,2018-03-01,RWJ,1,7342,2863,2576
4392,2018-03-01,RMP,1,7303,1796,1836
4394,2018-03-01,RTD,1,9785,1297,2236
4397,2018-03-01,RFR,1,8220,1393,1641
4399,2018-03-01,RTX,1,7594,2141,2136
4402,2018-03-01,RWW,1,6526,2064,2053
4405,2018-03-01,RBL,1,7513,2763,2413
4409,2018-03-01,RRF,1,6882,2737,2338
4411,2018-03-01,RCB,1,9291,2959,3630
4413,2018-03-01,RTK,1,8443,1524,2177
4419,2018-03-01,RXH,1,13069,2653,3481
4423,2018-03-01,RXQ,1,6796,1877,3160
4427,2018-03-01,RN7,1,9220,1923,2679
4429,2018-03-01,RBD,1,3916,349,1353
4432,2018-03-01,RVV,1,14381,4534,4586
4434,2018-03-01,RXC,1,10279,1543,3322
4439,2018-03-01,RDU,1,20180,3409,6333
4441,2018-03-01,RTE,1,12149,1587,4039
4442,2018-03-01,RN3,1,6333,1826,2169
4444,2018-03-01,RN5,1,9498,2033,2536
4448,2018-03-01,R1F,1,3859,821,943
4451,2018-03-01,RWF,1,12790,1607,4289
4453,2018-03-01,RPA,1,7885,2697,2338
4455,2018-03-01,RVJ,1,7213,1748,2535
4456,2018-03-01,RBZ,1,3362,1111,1162
4460,2018-03-01,RTH,1,11323,2755,3102
4464,2018-03-01,RK9,1,8302,2918,3033
4467,2018-03-01,RD3,1,5637,1018,1863
4469,2018-03-01,RHU,1,9743,3560,3254
4473,2018-03-01,RHW,1,9119,1921,3125
4476,2018-03-01,REF,1,5841,1571,2716
4478,2018-03-01,RH8,1,8382,856,2040
4480,2018-03-01,RA2,1,6030,545,2451
4482,2018-03-01,RD1,1,6039,1631,2495
4484,2018-03-01,RNZ,1,3675,404,1237
4492,2018-03-01,RTP,1,8327,854,2473
4495,2018-03-01,RBA,1,5929,924,2199
4497,2018-03-01,RDZ,1,6872,776,2109
4500,2018-03-01,RA9,1,6009,1664,2580
4502,2018-03-01,RHM,1,8603,2024,3251
4505,2018-03-01,RA7,1,9501,2264,3097
4508,2018-03-01,RYR,1,11811,1388,3575
4509,2018-03-01,RA3,1,3837,867,972
4513,2018-03-01,RA4,1,4537,179,1430
4514,2018-02-01,RF4,1,18668,5628,4436
4517,2018-02-01,R1H,1,25341,6000,7070
